,Facility Name,City,country,ident,airport_ident,Lat,Long
2236,Hofu Airport,Hofu,Japan,\N,RJOF,34.034698486328125,131.54899597167972
2237,Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.4921989440918,133.23599243164062
2238,Iwakuni Mcas,Iwakuni,Japan,\N,IWK,34.14386,132.23575
2239,Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.5461006165,133.66900634799998
2240,Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184326172,132.69999694824222
2241,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.785499572753906,135.43800354003906
2242,Tottori Airport,Tottori,Japan,TTJ,RJOR,35.530101776100004,134.167007446
2243,Tokushima Airport,Tokushima,Japan,TKS,RJOS,34.1328010559,134.60699462899998
2244,Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.214199066199996,134.01600647
2245,Yao Airport,Osaka,Japan,\N,RJOY,34.596298217773445,135.60299682617188
2246,Ozuki Airport,Ozuki,Japan,\N,RJOZ,34.045299530029304,131.052001953125
2247,Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469924926758,140.69099426269528
2248,Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.4118995667,140.371002197
2249,Sado Airport,Sado,Japan,SDS,RJSD,38.0601997375,138.414001465
2250,Hachinohe Airport,Hachinoe,Japan,\N,RJSH,40.556400299072266,141.46600341796875
2251,Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.4286003112793,141.13499450683594
2252,Akita Airport,Akita,Japan,AXT,RJSK,39.6156005859375,140.218994140625
2253,Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.7032012939,141.367996216
2254,Sendai Airport,Sendai,Japan,SDJ,RJSS,38.139701843299996,140.917007446
2255,Matsushima Air Base,Matsushima,Japan,\N,RJST,38.4048995972,141.220001221
2256,Atsugi Naval Air Facility,Atsugi,Japan,\N,RJTA,35.4546012878418,139.44999694824222
2257,Tateyama Airport,Tateyama,Japan,\N,RJTE,34.987099,139.828995
2258,Hachijojima Airport,Hachijojima,Japan,HAC,RJTH,33.1150016785,139.785995483
2259,Iruma Air Base,Iruma,Japan,\N,RJTJ,35.84189987182617,139.41099548339844
2260,Kisarazu Airport,Kisarazu,Japan,\N,RJTK,35.39830017089844,139.91000366210938
2261,Shimofusa Airport,Shimofusa,Japan,\N,RJTL,35.79890060424805,140.01100158691406
2262,Oshima Airport,Oshima,Japan,OIM,RJTO,34.7820014954,139.36000061
2263,Kastner Army Heliport,Zama,Japan,\N,RJTR,35.5138015747,139.393997192
2264,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999
2265,Yokota Air Base,Yokota,Japan,OKO,RJTY,35.74850082397461,139.34800720214844
2266,Gwangju Airport,Kwangju,South Korea,KWJ,RKJJ,35.1263999939,126.808998108
2267,Jeon Ju Airport,Jhunju,South Korea,CHN,RKJU,35.87839889526367,127.12000274658205
2268,Yeosu Airport,Yeosu,South Korea,RSU,RKJY,34.842300415039055,127.61699676513672
2269,Sokcho Airport,Sokch'o,South Korea,SHO,RKND,38.1426010131836,128.5989990234375
2270,Gangneung Airport,Kangnung,South Korea,KAG,RKNN,37.753601074200006,128.944000244
2271,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51129913330078,126.49299621582031
2272,Jinhae Airport,Chinhae,South Korea,\N,RKPE,35.14120101928711,128.69599914550778
2273,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.1795005798,128.93800354
2274,Ulsan Airport,Ulsan,South Korea,USN,RKPU,35.59349823,129.352005005
2275,A 511 Airport,Pyongtaek,South Korea,\N,RKSG,36.96220016479492,127.03099822998048
2276,Seoul Air Base,Seoul East,South Korea,SSN,RKSM,37.44580078125,127.11399841308594
2277,Osan Air Base,Osan,South Korea,OSN,RKSO,37.090599,127.029999
2278,Gimpo International Airport,Seoul,South Korea,GMP,RKSS,37.5583000183,126.791000366
2279,Suwon Airport,Suwon,South Korea,SWU,RKSW,37.23939895629883,127.00700378417969
2280,Pohang Airport,Pohang,South Korea,KPO,RKTH,35.987899780300005,129.419998169
2281,Daegu Airport,Taegu,South Korea,TAE,RKTN,35.8941001892,128.65899658200001
2282,Yecheon Airport,Yechon,South Korea,YEC,RKTY,36.631900787354,128.35499572754
2283,Naha Airport,Okinawa,Japan,OKA,ROAH,26.1958007812,127.64600372299999
2284,Ie Shima Auxiliary Air Base,Iejima,Japan,\N,RODE,26.725757598876953,127.76490020751952
2285,Kadena Air Base,Kadena,Japan,DNA,RODN,26.3556,127.76799799999999
2286,Ishigaki Airport,Ishigaki,Japan,ISG,ROIG,24.344499588,124.18699646
2287,Kumejima Airport,Kumejima,Japan,UEO,ROKJ,26.36350059509277,126.71399688720705
2288,Minami-Daito Airport,Minami Daito,Japan,MMD,ROMD,25.8465003967,131.263000488
2289,Miyako Airport,Miyako,Japan,MMY,ROMY,24.7828006744,125.294998169
2290,Kitadaito Airport,Kitadaito,Japan,KTD,RORK,25.9447002411,131.32699585
2291,Shimojishima Airport,Shimojishima,Japan,SHI,RORS,24.8267002106,125.144996643
2292,Tarama Airport,Tarama,Japan,\N,RORT,24.6539001465,124.67500305200001
2293,Yoron Airport,Yoron,Japan,RNJ,RORY,27.0440006256,128.40199279799998
2294,Futenma Marine Corps Air Station,Futema,Japan,\N,ROTM,26.27429962158203,127.75599670410156
2295,Yonaguni Airport,Yonaguni Jima,Japan,OGN,ROYN,24.466899871826172,122.97799682617188
2296,Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,14.5086,121.019997
2297,Awang Airport,Cotabato,Philippines,CBO,RPMC,7.165239810943604,124.20999908447266
2298,Cagayan De Oro Airport,Ladag,Philippines,CGY,RPML,8.41562,124.611
2299,Pagadian Airport,Pagadian,Philippines,PAG,RPMP,7.830731447869999,123.461179733
2300,General Santos International Airport,Romblon,Philippines,GES,RPMR,6.058000087740001,125.096000671
2301,Zamboanga International Airport,Zamboanga,Philippines,ZAM,RPMZ,6.922420024871826,122.05999755859376
2302,Loakan Airport,Baguio,Philippines,BAG,RPUB,16.375099182128903,120.62000274658205
2303,Daet Airport,Daet,Philippines,\N,RPUD,14.129199981689453,122.9800033569336
2304,Basa Air Base,Floridablanca,Philippines,\N,RPUF,14.986499786376953,120.49299621582031
2305,Lingayen Airport,Lingayen,Philippines,\N,RPUG,16.034799575805664,120.24099731445312
2306,San Jose Airport,San Jose,Philippines,SJI,RPUH,12.361499786399998,121.04699707
2307,Fernando Air Base,Lipa,Philippines,\N,RPUL,13.954999923706055,121.125
2308,Mamburao Airport,Mamburao,Philippines,\N,RPUM,13.208100318908693,120.6050033569336
2309,Vigan Airport,Vigan,Philippines,\N,RPUQ,17.555299758911133,120.3560028076172
2310,Dr.Juan C. Angara Airport,Baler,Philippines,\N,RPUR,15.7298002243,121.5
2311,Bagabag Airport,Bagabag,Philippines,\N,RPUZ,16.619199752807614,121.2519989013672
2312,Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,RPVA,11.2276000977,125.02799987799999
2313,Bacolod-Silay City International Airport,Bacolod,Philippines,BCD,RPVB,10.7764,123.014999
2314,Sibulan Airport,Dumaguete,Philippines,DGT,RPVD,9.3337097168,123.30000305200001
2315,Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,RPVE,11.9245,121.954002
2316,Guiuan Airport,Guiuan,Philippines,\N,RPVG,11.0354995728,125.741996765
2317,Iloilo International Airport,Iloilo,Philippines,ILO,RPVI,10.833017,122.493358
2318,Kalibo International Airport,Kalibo,Philippines,KLO,RPVK,11.679400444,122.375999451
2319,Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,RPVP,9.742119789123537,118.75900268554688
2320,Evelio Javier Airport,San Jose,Philippines,\N,RPVS,10.765999794,121.93299865700001
2321,Comodoro Pierrestegui Airport,Concordia,Argentina,COC,SAAC,-31.2969,-57.9966
2322,Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,SAAG,-33.0103,-58.6131
2323,Junin Airport,Junin,Argentina,\N,SAAJ,-34.5459,-60.9306
2324,General Urquiza Airport,Parana,Argentina,PRA,SAAP,-31.7948,-60.4804
2325,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9036,-60.785
2326,Sauce Viejo Airport,Santa Fe,Argentina,SFN,SAAV,-31.7117,-60.8117
2327,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156
2328,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.323600769000002,-64.2080001831
2329,Chamical Airport,Gobernador Gordillo,Argentina,\N,SACT,-30.34530067,-66.29360198
2330,San Fernando Airport,San Fernando,Argentina,\N,SADF,-34.4532,-58.5896
2331,Mariano Moreno Airport,Jose C. Paz,Argentina,\N,SADJ,-34.5606,-58.7896
2332,La Plata Airport,La Plata,Argentina,LPG,SADL,-34.9722,-57.8947
2333,Moron Airport,Moron,Argentina,\N,SADM,-34.6763,-58.6428
2334,El Palomar Airport,El Palomar,Argentina,\N,SADP,-34.6099,-58.6126
2335,Chos Malal Airport,Chosmadal,Argentina,\N,SAHC,-37.444698333699996,-70.2225036621
2336,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,\N,SAHR,-39.0007019043,-67.6204986572
2337,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.831699371300004,-68.7929000854
2338,Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,SAMM,-35.493598938000005,-69.5743026733
2339,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039
2340,Catamarca Airport,Catamarca,Argentina,CTC,SANC,-28.5956001282,-65.751701355
2341,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,SANE,-27.7655563354,-64.3099975586
2342,Tinogasta Airport,Tinogasta,Argentina,\N,SANI,-28.0377998352,-67.5802993774
2343,Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,SANL,-29.381599426300003,-66.7957992554
2344,Chilecito Airport,Chilecito,Argentina,\N,SANO,-29.2238998413,-67.4389038086
2345,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.8409,-65.104897
2346,Domingo Faustino Sarmiento Airport,San Julian,Argentina,UAQ,SANU,-31.571501,-68.418198
2347,Area De Material Airport,Rio Cuarto,Argentina,RCU,SAOC,-33.0850982666,-64.2612991333
2348,Villa Dolores Airport,Villa Dolores,Argentina,VDR,SAOD,-31.945199966399997,-65.1463012695
2349,La Quiaca Airport,Laboulaye,Argentina,\N,SAOL,-22.1506004333,-65.57749938959999
2350,Marcos Juarez Airport,Marcos Juarez,Argentina,\N,SAOM,-32.6836,-62.1578
2351,Villa Reynolds Airport,Villa Reynolds,Argentina,\N,SAOR,-33.729900360100004,-65.3873977661
2352,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,SAOU,-33.2732009888,-66.3563995361
2353,Corrientes Airport,Corrientes,Argentina,CNQ,SARC,-27.4455,-58.7619
2354,Resistencia International Airport,Resistencia,Argentina,RES,SARE,-27.45,-59.0561
2355,Formosa Airport,Formosa,Argentina,FMA,SARF,-26.2127,-58.2281
2356,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,SARI,-25.737300872800002,-54.473400116
2357,Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,SARL,-29.6894,-57.1521
2358,Monte Caseros Airport,Monte Caseros,Argentina,\N,SARM,-30.2719,-57.6402
2359,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,SARP,-27.3858,-55.9707
2360,Termal,Presidencia R.s.pena,Argentina,\N,SARS,-26.756519,-60.493103000000005
2361,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,SASA,-24.856000900300003,-65.4861984253
2362,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,SASJ,-24.3927993774,-65.0978012085
2363,Orán Airport,Oran,Argentina,ORA,SASO,-23.1527996063,-64.3292007446
2364,Laboulaye Airport,La Quiaca,Argentina,\N,SASQ,-34.1353988647,-63.362300872799985
2365,El Dorado Airport,El Dorado,Argentina,\N,SATD,-26.397499084499998,-54.5746994019
2366,Goya Airport,Goya,Argentina,\N,SATG,-29.1058,-59.2189
2367,Oberá Airport,Obera,Argentina,\N,SATO,-27.518199920700003,-55.1241989136
2368,Reconquista Airport,Reconquista,Argentina,\N,SATR,-29.2103,-59.68
2369,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,\N,SATU,-29.7706,-57.9789
2370,El Bolson Airport,El Bolson,Argentina,EHL,SAVB,-41.9431991577,-71.53230285640001
2371,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.7853,-67.4655
2372,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,SAVE,-42.908000946,-71.139503479
2373,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.2105,-65.2703
2374,Gobernador Castello Airport,Viedma,Argentina,VDM,SAVV,-40.8692,-63.0004
2375,El Tehuelche Airport,Puerto Madryn,Argentina,PMY,SAVY,-42.7592,-65.1027
2376,Marambio Base,Marambio Base,Antarctica,\N,SAWB,-64.2382965088,-56.630798339799995
2377,Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,SAWD,-47.7353,-65.9041
2378,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,SAWE,-53.7777,-67.7494
2379,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,SAWG,-51.6089,-69.3126
2380,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.8433,-68.2958
2381,Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,SAWJ,-49.3068,-67.8026
2382,Perito Moreno Airport,Perito Moreno,Argentina,PMQ,SAWP,-46.53789901729999,-70.9786987305
2383,Santa Cruz Airport,Santa Cruz,Argentina,RZA,SAWU,-50.0165,-68.5792
2384,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.725,-62.1693
2385,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,\N,SAZC,-37.446098,-61.889301
2386,Olavarria Airport,Olavarria,Argentina,\N,SAZF,-36.8899993896,-60.216598510699995
2387,General Pico Airport,General Pico,Argentina,\N,SAZG,-35.696201324499995,-63.7583007812
2388,Tres Arroyos Airport,Tres Arroyos,Argentina,\N,SAZH,-38.3869,-60.3297
2389,Bolivar Airport,Bolivar,Argentina,\N,SAZI,-36.1866,-61.0764
2390,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733
2391,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.9490013123,-68.1557006836
2392,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,\N,SAZP,-35.8446,-61.8576
2393,Santa Rosa Airport,Santa Rosa,Argentina,RSA,SAZR,-36.588299,-64.27570300000001
2394,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.1511993408,-71.1575012207
2395,Héroes De Malvinas Airport,Tandil,Argentina,TDL,SAZT,-37.2374000549,-59.227901458699996
2396,Villa Gesell Airport,Villa Gesell,Argentina,VLG,SAZV,-37.2354,-57.0292
2397,Cutral-Co Airport,Cutralco,Argentina,\N,SAZW,-38.939701080300004,-69.2646026611
2398,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,SAZY,-40.0754013062,-71.13729858399999
2399,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348349571228027,-49.30149841308594
2400,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,\N,SBAF,-22.875099,-43.384701
2401,Amapá Airport,Amapa,Brazil,\N,SBAM,2.0775099999999997,-50.8582
2402,Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,-21.812000274699997,-48.13299942020001
2403,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.984000206,-37.0703010559
2404,Assis,Assis,Brazil,\N,SBAS,-22.638564000000002,-50.455914
2405,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,SBAT,-9.866389274600001,-56.104999542200005
2406,Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002014,-50.4247016907
2407,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.3792500495900002,-48.476299285900005
2408,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,SBBG,-31.39049911499,-54.112201690674
2409,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,SBBH,-19.851200103759766,-43.950599670410156
2410,Bacacheri Airport,Curitiba,Brazil,BFH,SBBI,-25.4050998688,-49.2319984436
2411,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,\N,SBBQ,-21.267200469970703,-43.76110076904297
2412,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.86916732788086,-47.92083358764648
2413,Bauru Airport,Bauru,Brazil,BAU,SBBU,-22.344999313400002,-49.053798675500005
2414,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,2.8413889408099995,-60.69222259520001
2415,Barra do Garças Airport,Barra Do Garcas,Brazil,\N,SBBW,-15.8613004684,-52.388900756800005
2416,Cascavel Airport,Cascavel,Brazil,CAC,SBCA,-25.0002994537,-53.5008010864
2417,Cachimbo Airport,Itaituba,Brazil,\N,SBCC,-9.333939552310001,-54.9654006958
2418,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62444305419922,-43.97194290161133
2419,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.468700408900002,-54.6725006104
2420,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,-27.134199142456,-52.656600952148
2421,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,SBCI,-7.32043981552124,-47.45869827270508
2422,Diomício Freitas Airport,Criciuma,Brazil,CCM,SBCM,-28.724443435700003,-49.4213905334
2423,Canoas Air Force Base,Porto Alegre,Brazil,\N,SBCO,-29.945928000000002,-51.144413
2424,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,-21.698299408,-41.301700591999996
2425,Corumbá International Airport,Corumba,Brazil,CMG,SBCR,-19.0119438171,-57.6713905334
2426,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.5284996033,-49.175800323500006
2427,Caravelas Airport,Caravelas,Brazil,CRQ,SBCV,-17.652299880981,-39.253101348877
2428,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,SBCX,-29.197099685700003,-51.1875
2429,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.6528997421,-56.1166992188
2430,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.59990978241,-72.7695007324
2431,Presidente Prudente Airport,President Prudente,Brazil,PPB,SBDN,-22.1751003265,-51.4245986938
2432,Eduardo Gomes International Airport,Manaus,Brazil,MAO,SBEG,-3.038609981536865,-60.04970169067383
2433,Jacareacanga Airport,Jacare-acanga,Brazil,\N,SBEK,-6.2331600189208975,-57.77690124511719
2434,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,\N,SBES,-22.81290054321289,-42.09260177612305
2435,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.60027885437012,-54.48500061035156
2436,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.670278549194336,-48.5525016784668
2437,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,SBFN,-3.8549299240112314,-32.423301696777344
2438,Fronteira,Fronteira,Brazil,\N,SBFT,-20.278482999999998,-49.187472
2439,Furnas Airport,Alpinopolis,Brazil,\N,SBFU,-20.702800750732425,-46.33530044555664
2440,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.776279926300049,-38.53260040283203
2441,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.809999465900002,-43.2505569458
2442,Guajará-Mirim Airport,Guajara-mirim,Brazil,\N,SBGM,-10.786399841308594,-65.28479766845703
2443,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.631999969482422,-49.22069931030274
2444,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,\N,SBGP,-21.773700714111328,-48.40510177612305
2445,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.435556411743164,-46.47305679321289
2446,Guaratinguetá Airport,Guaratingueta,Brazil,\N,SBGW,-22.79159927368164,-45.20479965209961
2447,Altamira Airport,Altamira,Brazil,ATM,SBHT,-3.2539100646973,-52.254001617432
2448,Itacoatiara Airport,Itaituba,Brazil,\N,SBIC,-3.127259969711304,-58.481201171875
2449,Itaituba Airport,Itaituba,Brazil,ITB,SBIH,-4.2423400878906,-56.000701904296996
2450,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.815999984741001,-39.033199310303004
2451,Usiminas Airport,Ipatinga,Brazil,IPN,SBIP,-19.470699310302997,-42.487598419189
2452,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,\N,SBIT,-18.444700241099998,-49.2134017944
2453,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,SBIZ,-5.531290054321289,-47.459999084472656
2454,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,\N,SBJC,-1.4141600131999998,-48.4607009888
2455,Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,SBJF,-21.791500091552734,-43.38679885864258
2456,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.145833015440002,-34.9486122131
2457,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,SBJV,-26.22450065612793,-48.797401428222656
2458,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,SBKG,-7.269919872283935,-35.896400451660156
2459,Viracopos International Airport,Campinas,Brazil,VCP,SBKP,-23.0074005127,-47.1344985962
2460,Lages Airport,Lajes,Brazil,\N,SBLJ,-27.7821006775,-50.28150177
2461,Lins Airport,Lins,Brazil,LIP,SBLN,-21.663999557494996,-49.730499267578004
2462,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.3335990906,-51.1301002502
2463,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.2621002197,-43.4081001282
2464,Lagoa Santa Airport,Lagoa Santa,Brazil,\N,SBLS,-19.66160011291504,-43.896400451660156
2465,João Correa da Rocha Airport,Maraba,Brazil,MAB,SBMA,-5.36858987808,-49.1380004883
2466,Monte Dourado Airport,Almeirim,Brazil,\N,SBMD,-0.889838993549,-52.602199554399995
2467,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.4794445038,-52.01222229
2468,Mário Ribeiro Airport,Montes Claros,Brazil,MOC,SBMK,-16.706899642899998,-43.818901061999995
2469,Ponta Pelada Airport,Manaus,Brazil,PLL,SBMN,-3.1460399627685547,-59.98630142211914
2470,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,-9.510809898376463,-35.79169845581055
2471,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.0506640002131,-51.0722007751
