,Facility Name,City,country,ident,airport_ident,Lat,Long
20590,Gare de Besancon Franche-Comte TGV,Besancon,France,\N,\N,47.308889,5.957778
20591,Gare de Dole,Dole,France,\N,\N,47.096235,5.488053
20592,Gare de Villers-les-Pots,Villers-les-Pots,France,\N,\N,47.206669,5.3478639999999995
20593,Gare de Dijon-Ville,Dijon,France,\N,\N,47.323333,5.027222
20594,Gare de Altkirch,Altkirch,France,\N,\N,47.627019,7.239018
20595,Gare de Colmar,Colmar,France,\N,\N,48.073341,7.3463020000000006
20596,Gare de Celestat,Celestat,France,\N,\N,48.260092,7.443205
20597,Karlsruhe Hauptbahnhof,Karlsruhe,Germany,\N,\N,48.993889,8.400556
20598,Darmstadt Hauptbahnhof,Darmstadt,Germany,\N,\N,49.8725,8.628889
20599,Fulda Hauptbahnhof,Fulda,Germany,\N,\N,50.553889,9.684722
20600,Kassel Hauptbahnhof,Kassel,Germany,\N,\N,51.318056,9.49
20601,Wolfsburg Hauptbahnhof,Wolfsburg,Germany,\N,\N,52.42916700000001,10.787778
20602,Kassel-Wilhelmshohe Station,Kassel,Germany,\N,\N,51.312222,9.447222
20603,Gottingen Railway Station,Gottingen,Germany,ZEU,\N,51.536667,9.926944
20604,Hildesheim Hauptbahnhof,Hildesheim,Germany,\N,\N,52.160556,9.953889
20605,Braunschweig Hauptbahnhof,Braunschweig,Germany,\N,\N,52.252221999999996,10.539722
20606,Hanau Hauptbahnhof,Hanau,Germany,\N,\N,50.121389,8.929722
20607,Zaragoza Delicias Railway Station,Zaragoza,Spain,\N,\N,41.658640999999996,-0.9116049999999999
20608,Camp de Tarragona Railway Station,La Secuita,Spain,\N,\N,41.192181,1.2740639999999999
20609,Deming Station,Deming,United States,\N,\N,32.272195,-107.754279
20610,Jelenia Góra Glider Airport,Jelenia Gora,Poland,\N,EPJG,50.89889907836914,15.785599708557127
20611,Lake Brooks AK,Katmai National Park ,United States,5Z9,\N,58.554722,-155.77721699999998
20612,Passo Campolongo,Arabba,Italy,\N,\N,46.516767,11.8825
20613,Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,27.5622,90.7471
20614,Norreport Station,Copenhagen,Denmark,\N,\N,55.683333,12.571667
20615,Ludington Ferry Terminal,Ludington,United States,\N,\N,43.949174799999994,-86.4532907
20616,Manitowoc Ferry Terminal,Manitowoc,United States,\N,\N,44.08971079999999,-87.6535447
20617,Lancaster Station,Lancaster,United States,ZRL,\N,40.054364,-76.307722
20618,Harrisburg Transportation Center,Harrisburg,United States,ZUG,\N,40.261944,-76.877778
20619,Gare de Nantes,Nantes,France,QJZ,\N,47.216667,-1.541667
20620,Gare de Montpellier-Saint-Roch,Montpellier,France,XPJ,\N,43.604636,3.881039
20621,Helsingborg Central Station,Helsingborg,Sweden,XYH,\N,56.0451061,12.6963066
20622,Liverpool Street Station,London,United Kingdom,ZLS,\N,51.5201006,-0.08008839999999999
20623,Princeton Junction,Princeton,United States,ZTJ,\N,40.317169899999996,-74.6227145
20624,Vommuli Island,Vommuli,Maldives,\N,\N,2.911164,72.865092
20625,Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI,WAMI,1.123428,120.79365800000001
20626,Methow Valley State Airport,Winthrop,United States,S52,\N,48.4249483,-120.14588559999999
20627,Lake Chelan Airport,Chelan,United States,S10,\N,47.86601029999999,-119.9427017
20628,Lost River Resort Airport,Mazma,United States,W12,\N,48.6495842,-120.50204440000002
20629,Stehekin State Airport,Stehekin,United States,6S9,\N,48.3457778,-120.72080559999999
20630,Vuktyl Airport,Vuktyl,Russia,\N,UUYK,63.82329940795898,57.27999877929688
20631,Berezniki Airport,Berezniki,Russia,\N,USPT,59.57954788208008,56.85768127441406
20632,Lehrte Railway Station,Lehrte,Germany,\N,\N,52.376667,9.974444
20633,Stendal Railway Station,Stendal,Germany,\N,\N,52.594443999999996,11.854444
20634,Rathenow Railway Station,Rathenow,Germany,\N,\N,52.6,12.354722
20635,Wustermark Railway Station,Wustermark,Germany,\N,\N,52.551389,12.945278
20636,Estacion Central Railway Station,Santiago,Chile,\N,\N,-33.451944,-70.678889
20637,Solikamsk-Berezniki,Berezniki,Russia,\N,\N,59.574,56.861000000000004
20638,Bielefeld Hauptbahnhof,Bielefeld,Germany,\N,\N,52.028333,8.531667
20639,Westfalen Bahnhof,Hamm ,Germany,\N,\N,51.67825,7.807239999999999
20640,Hagen Hauptbahnhof,Hagen,Germany,\N,\N,51.362178,7.460935000000001
20641,Cologne-Koln Messe Deutz Bahnhof,Cologne,Germany,\N,\N,50.940833000000005,6.975
20642,Aschaffenburg Hauptbahnhof,Aschaffenburg,Germany,\N,\N,49.980278000000006,9.143611
20643,Wurzburg Hauptbahnhof,Wurzburg,Germany,\N,\N,49.801389,9.935556
20644,Jena Paradies Bahnhof,Jena,Germany,\N,\N,50.923611,11.583889
20645,Naumburg-Saale Hauptbahnhof,Naumburg,Germany,\N,\N,51.163056,11.796944
20646,Lutherstadt Wittenberg Bahnhof,Wittenberg,Germany,\N,\N,51.867634,12.662181
20647,Saalfeld Bahnhof,Saalfeld,Germany,\N,\N,50.650833,11.374722
20648, Bitterfeld Bahnhof, Bitterfeld-Wolfen,Germany,\N,\N,51.623546000000005,12.315645
20649,Juterbog Bahnhof,Juterbog,Germany,\N,\N,51.997518,13.054345
20650,Siegburg Bonn Bahnhof,Siegburg,Germany,ZPY,\N,50.7937,7.2028
20651,Museo Nao Victoria,Punta Arenas,Chile,\N,\N,-53.10768,-70.879832
20652,Far Rockaway Station,Far Rockaway,United States,\N,\N,40.6077377,-73.7517433
20653,Inwood Station,Inwood,United States,\N,\N,40.612284100000004,-73.7463687
20654,Lawrence Station,Lawrence,United States,\N,\N,40.615734100000005,-73.7380887
20655,San Sebastián Airport,San Sebastian,Chile,\N,SCSS,-53.31700134277344,-68.65000152587889
20656,Cedarhurst Station,Cedarhurst,United States,\N,\N,40.6221741,-73.7283687
20657,Tolwin Observatory Airport,Tolhuin,Argentina,\N,SAWL,-54.521900177,-67.1989974976
20658,Woodmere Station,Woodmere,United States,\N,\N,40.631334100000004,-73.71589870000001
20659,Manchester Airport Station,Ringway,United Kingdom,\N,\N,53.365,-2.273056
20660,Tarko-Sale Airport,Tarko-Sale,Russia,TQL,USDS,64.9308013916,77.81809997559999
20661,Santa Clarita - CA,Santa Clarita,United States,\N,STCL,34.424959,-118.597224
20662,Camarillo Airport,Camarillo - CA,United States,\N,KCMA,34.213699340820305,-119.09400177001952
20663,Puerto Toro,Puerto Toro,Chile,\N,\N,-55.08238000000001,-67.07444
20664,Baganara Island Resort Airstrip,Baganara,Guyana,\N,\N,6.34309,-58.590424
20665,Eferding,Mauthausen,Austria,\N,\N,48.2409,14.5171
20666,Manchester Oxford Road Railway Station,Manchester,United Kingdom,\N,\N,53.4739,-2.2422
20667,Warrington Central Railway Station,Warrington,United Kingdom,\N,\N,53.3918,-2.593
20668,Liverpool South Parkway Railway Station,Liverpool,United Kingdom,\N,\N,53.3577,-2.8897
20669,Gare do Oriente,Lisbon,Portugal,\N,\N,38.767778,-9.099167
20670,Coimbra-B,Coimbra,Portugal,\N,\N,40.224364,-8.440468
20671,Aveiro Railway Station,Aveiro,Portugal,\N,\N,40.643298,-8.641489
20672,Vila Nova de Gaia-Devesas,Vila Nova de Gaia,Portugal,\N,\N,41.129777000000004,-8.620458
20673,Guadalajara-Yebes Railway Station,Guadalajara,Spain,\N,\N,40.5875,-3.125
20674,Calatayud Railway Station,Calatayud,Spain,\N,\N,41.3468,-1.638755
20675,Lleida Railway Station,Lleida,Spain,\N,\N,41.621233000000004,0.6326930000000001
20676,Leopoldsburg Airfield,Leopoldsburg,Belgium,\N,EBLE,51.12,5.3072222
20677,FAIS,FAIS,Micronesia,\N,\N,9.4546,140.3104
20678,WOLEAI,WOLEAI,Micronesia,\N,\N,7.2235,143.5428
20679,Bellingham-Bellingham Station,Bellingham,United States,\N,\N,48.7205,-122.5111
20680,Gare de Rabat Ville,Rabat,Morocco,\N,\N,34.0165,-6.8357
20681,Gare de Fes-Ville,Fez,Morocco,\N,\N,34.0473,-5.0053
20682,Kahiltna Glacier Base Camp Airstrip,Denali NP,United States,\N,\N,62.966667,-151.166667
20683,Guilin North Railway Station,Guilin,China,\N,\N,25.331553,110.297404
20684,Sanshui South Railway Station,Sanshui,China,\N,\N,23.11629,112.866006
20685,Zhaoqing East Railway Station,Zhaoqing,China,\N,\N,23.216938,112.658046
20686,Guangning Railway Station,Guangning,China,\N,\N,23.587607000000002,112.42092099999999
20687,Huaiji Railway Station,Huaiji,China,\N,\N,23.895152,112.15426699999999
20688,Hezhou Railway Station,Hezhou,China,\N,\N,24.457317,111.534194
20689,Kirknewton Railway Station,Kirknewton,United Kingdom,\N,\N,55.888999999999996,-3.4332
20690,Monfalcone Railway Station,Monfalcone,Italy,\N,\N,45.8075,13.543610999999999
20691,Portogruaro Caorle Railway Station,Portogruaro Caorle,Italy,\N,\N,45.781538,12.832312
20692,Vamizi island airport,Vamizi island,Mozambique,\N,\N,-11.029000000000002,40.663000000000004
20693,Tarragona Railway Station,Tarragona,Spain,\N,\N,41.1115,1.2532
20694,Castello de la Plana Railway Station,Castello de la Plana,Spain,\N,\N,39.988333000000004,-0.0525
20695,Joaquin Sorolla Railway Station,Valencia,Spain,\N,\N,39.466944,-0.377222
20696,Platja dAro Sarfa Station,Platja dAro,Spain,\N,\N,41.805005,3.054288
20697,Jinchuan,Jinchuan,China,JIC,ZLJC,38.542,102.348
20698,Angsana Velavaru TMA Seaplane Dock,Meedhoo,Maldives,\N,\N,2.986738,73.01216600000001
20699,Gare de PSA PCA,Mulhouse,France,\N,\N,47.763391,7.367264
20700,Estacio de Franca,Barcelona,Spain,YJD,\N,41.38399999999999,2.186
20701,Cologne Deutz Railway,Cologne,Germany,QKU,\N,50.94039,6.974360000000001
20702,San Juan de Nicaragua,San juan de Nicaragua,Nicaragua,\N,MNSN,10.920556,-83.708333
20703,Omtepe Airport,Moyogalpa,Nicaragua,\N,MNLP,11.523616,-85.702995
20704,Finlyandsky,St. Petersburg,Russia,FVS,\N,59.95555600000001,30.356666999999998
20705,Surama Lodge Airstrip,Surama,Guyana,\N,\N,4.1567,-59.0484
20706,Solingen Hauptbahnhof,Solingen,Germany,\N,\N,51.161528000000004,7.004167
20707,Tbilisi Railway station,Tbilisi,Georgia,\N,\N,41.720953,44.799339
20708,Rustavi Railway Station,Rustavi,Georgia,\N,\N,41.5562,45.019096999999995
20709,Baganara Island Resort,Baganara Island Resort,Guyana,\N,\N,6.3417,-58.5919
20710,Aghstafa Railway Station,Aghstafa,Georgia,\N,\N,41.115434,45.451005
20711,Ijevan Railway Station,Ijevan,Armenia,\N,\N,40.900001,45.152552
20712,Hrazdan Railway Station,Hrazdan,Armenia,\N,\N,40.516071999999994,44.756765
20713,Yerevan Railway Station,Yerevan,Armenia,\N,\N,40.1553,44.5081
20714,Marneuli Railway Station ,Marneuli,Georgia,\N,\N,41.487648,44.806773
20715,Ayrum Railway Station,Ayrum,Armenia,\N,\N,41.18862,44.891988
20716,Vanadzor Main Train Station,Vanadzor,Armenia,\N,\N,40.816092,44.486957000000004
20717,Spitak Railway Station,Spitak,Armenia,\N,\N,40.840239000000004,44.262648999999996
20718,Gyumri Railway Station,Gyumri,Armenia,\N,\N,40.7875,43.86
20719,Aragatz Railway Station,Aragatz,Armenia,\N,\N,40.325064000000005,43.665251
20720,Wuxi Railway Station,Wuxi,China,\N,\N,31.589167,120.30083300000001
20721,Suzhou Railway Station,Suzhou,China,\N,\N,31.330556,120.606389
20722,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,44.895,82.3
20723,Fuyun Koktokay Airport,Fuyun,China,FYN,ZWFY,46.811896999999995,89.555514
20724,Segovia AV,Segovia,Spain,\N,\N,40.910143,-4.094922
20725,Valladolid Compo Grande,Valladolid,Spain,\N,\N,41.64297,-4.725466
20726,Burgos-Rosa de Lima,Burgos,Spain,\N,\N,42.371251,-3.6663360000000003
20727,Miranda de Ebro Railway Station,Miranda de Ebro,Spain,\N,\N,42.6907,-2.9412
20728,Llodio Railway Station,Llodio,Spain,\N,\N,43.142416,-2.960612
20729,Avila Railway Station,Avila,Spain,\N,\N,40.656944,-4.682778
20730,Kronshtadt,Kronshtadt,Russia,\N,\N,60.0,29.76667
20731,Honfleur,Honfleur,France,\N,\N,49.416667,0.23333299999999998
20732,Mont-Saint-Michel,Mont-Saint-Michel,France,\N,\N,48.635831,-1.5111219999999999
20733,Rudesheim ,Rudesheim am Rhein,Germany,\N,\N,49.978908000000004,7.915775999999999
20734,Capri,Capri,Italy,\N,\N,40.557594,14.239848
20735,Luzern,Luzern,Switzerland,\N,\N,47.055903,8.304447999999999
20736,Aix-en-Provence,Aix-en-Provence,France,\N,\N,43.555733000000004,5.399092
20737,Narbonne,Narbonne,France,\N,\N,43.153345,2.983061
20738,Armavir,Armavir,Russia,\N,\N,44.998992,41.119786
20739,Makat,Makat,Kazakhstan,\N,\N,47.647921000000004,53.346132999999995
20740,Urbah,Saratov,Russia,\N,\N,51.236276000000004,46.977891
20741,Kartaly,Kartaly,Russia,\N,\N,53.033488,60.68524300000001
20742,Rudnyi,Rudnyi,Kazakhstan,\N,\N,52.991035,63.077616000000006
20743,Tobyl,Tobol,Kazakhstan,\N,\N,52.694974,62.582288
20744,Ereimentau,Ermentau,Kazakhstan,\N,\N,51.623844,73.110451
20745,Kulunda,Kulunda,Russia,\N,\N,52.571277,78.927312
20746,Karasuk,Karasuk,Russia,\N,\N,53.732739,78.036282
20747,Tatarskaia,Tatarskaia,Russia,\N,\N,55.213549,75.96383900000001
20748,Achinsk Airport,Achinsk,Russia,ACS,UNKS,56.2682991027832,90.57080078125
20749,Angerskaia,Angero-Sudgensk,Russia,\N,\N,56.077062,86.050504
20750,Taiga,Taiga,Russia,\N,\N,56.062666,85.622351
20751,Topki,Topki,Russia,\N,\N,55.278361,85.615974
20752,Artyshta,Artyshta,Russia,\N,\N,54.115965,86.259112
20753,Jurga,Jurga,Russia,\N,\N,55.712251,84.846106
20754,Irtyshskoie,Bolshegrivskoie,Russia,\N,\N,53.912061,74.90479599999999
20755,Pospeliha,Pospeliha,Russia,\N,\N,51.991681,81.830028
20756,Rubzovsk,Rubzvsk,Russia,\N,\N,51.516188,81.209594
20757,Lokot,Lokot,Russia,\N,\N,51.192947,81.201515
20758,Shar,Charsk,Kazakhstan,\N,\N,49.585922,81.053138
20759,Taishet,Taishet,Russia,\N,\N,55.937961,98.002425
20760,Sljudjanka,Sljudjanka,Russia,\N,\N,51.658993,103.723694
20761,Skovorodino,Skovorodino,Russia,\N,\N,53.990214,123.936825
20762,Belogorsk,Belogorsk,Russia,\N,\N,50.920987,128.461292
20763,Jalta,Jalta,Russia,\N,\N,44.495535,34.168231
20764,Alushta,Alushta,Ukraine,\N,\N,44.674135,34.415775
20765,Gaspra,Gaspra,Russia,\N,\N,44.430321,34.128223
20766,Novorossiysk Mor Vokzal,Novorossiysk,Russia,\N,\N,44.721506,37.783660999999995
20767,Kerch,Kerch,Russia,\N,\N,45.364111,36.468768
20768,Dzankoy,Dzankoy,Russia,\N,\N,45.706334000000005,34.403377
20769,QIAOLI,LINFEN,China,LFQ,ZBLF,36.04,111.3
20770,Saidor,Saidor,Papua New Guinea,SDI,\N,-5.628589,146.465081
20771,Bambu,Bambu,Papua New Guinea,BCP,\N,-5.8636111,146.4925
20772,Kalispell City Airport,Kalispell,United States,S27,\N,48.17856939999999,-114.3037408
20773,Jinan West Railway Station,Jinan,China,\N,\N,36.668889,116.886944
20774,Xuzhou East Railway Station,Xuzhou,China,\N,\N,34.267609,117.296594
20775,Zhenjiang Railway Station,Zhenjiang,China,\N,\N,32.199166999999996,119.42694399999999
20776,Zhenjiang Railway Station,Zhenjiang,China,\N,\N,32.198783,119.42726499999999
20777,Changzhou Railway Station,Changzhou,China,\N,\N,31.787421999999996,119.968921
20778,Cangzhou West Railway Station,Cangzhou,China,\N,\N,38.306313,116.761247
20779,Dezhou East Railway Station,Dezhou,China,\N,\N,37.410886,116.45492800000001
20780,Qufu East Railway Station,Qufu,China,\N,\N,35.556546999999995,117.06306000000001
20781,Zaozhuang Railway Station,Zaozhuang,China,\N,\N,34.794134,117.247875
20782,Suzhou East Railway Station - Anhui,Suzhou,China,\N,\N,33.676586,117.24628700000001
20783,Bengbu South Railway Station,Bengbu,China,\N,\N,33.676586,117.24628700000001
20784,Chuzhou Railway Station,Chuzhou,China,\N,\N,32.199565,118.314621
20785,Chongqing North Railway Station,Chongqing,China,\N,\N,29.610416999999998,106.547083
20786,Chengdu Railway Station,Chengdu,China,\N,\N,30.699167,104.070833
20787,Belomorsk,Belomorsk,Russia,\N,\N,64.541112,34.775508
20788,Konosha,Konosha,Russia,\N,\N,60.973792,40.246809999999996
20789,Obozerskiy,Obozerskiy,Russia,\N,\N,63.448803000000005,40.312160999999996
20790,Danilov,Danilov,Russia,\N,\N,58.186899,40.185336
20791,Mikun',Mikun',Russia,\N,\N,62.360564000000004,50.07427
20792,Kotel'nich,Kotel'ich,Russia,\N,\N,58.310019,48.344846999999994
20793,Galich,Galich,Russia,\N,\N,58.368792000000006,42.343986
20794,Bui-Railway,Bui-Kostromskoj,Russia,\N,\N,58.466887,41.543851000000004
20795,Volhovstroy,Volhov,Russia,\N,\N,59.916098999999996,32.347756
20796,Chudovo,Chudovo,Russia,\N,\N,59.12277099999999,31.678977000000003
20797,Bologoye,Bologoye,Russia,\N,\N,57.885056000000006,34.062439000000005
20798,Nevel',Nevel',Russia,\N,\N,56.019884999999995,29.932758000000003
20799,Smolensk,Smolensk,Russia,\N,\N,54.795989,32.040983000000004
20800,Gagarin,Gagarin,Russia,\N,\N,55.543656999999996,34.986726000000004
20801,Wyborg,Wyborg,Russia,\N,\N,60.715491,28.758291999999997
20802,Kingisepp,Kingisepp,Russia,\N,\N,59.368759999999995,28.601374
20803,Novgorod-na-Volhove,Novgorod Velikiy,Russia,\N,\N,58.52709300000001,31.253314000000003
20804,Staraya Russa,Staraya Russa,Russia,\N,\N,58.000913,31.342552
20805,Viljandi,Viljandi,Estonia,\N,\N,58.358380000000004,25.575228
20806,Haapsalu,Haapsalu,Estonia,\N,\N,58.941603,23.538851
20807,Hinton/Jasper-Hinton Airport,Hinton,Canada,\N,CEC4,53.3191986084,-117.752998352
20808,University Airport,Davis,United States,\N,\N,38.531137,-121.787423
20809,Garibaldi Brothers Airport,Cordelia,United States,\N,\N,38.173663,-122.124524
20810,Richmond BART Station,Richmond,United States,\N,\N,37.936811,-122.353095
20811,San Antonio Caltrain Station,Mountain View,United States,\N,\N,37.407222,-122.106944
20812,Bathurst Street Terminal,Toronto,Canada,\N,\N,43.633922999999996,-79.397737
20813,Billy Bishop Toronto City Airport Terminal,Toronto,Canada,\N,\N,43.632523,-79.396345
20814,Orsha,Orsha,Belarus,\N,\N,54.521387,30.375351000000002
20815,Zlobin,Zlobin,Belarus,\N,\N,52.89066700000001,30.036963
20816,Kalinkovichy,Kalinkovichy,Belarus,\N,\N,52.139144,29.314377
20817,Krychev,Krychev,Belarus,\N,\N,53.739879,31.707464
20818,Vjaz'ma,Vjaz'ma,Russia,\N,\N,55.197752,34.318203000000004
20819,Bryansk Orlovskiy,Bryans,Russia,\N,\N,53.262661,34.405529
20820,Kiev-Pivdeniy,Kiev,Ukraine,\N,\N,50.440882,30.488722999999997
20821,Korosten',Korosten',Ukraine,\N,\N,50.957242,28.634857
20822,Shu Train Station,Shu,Kazakhstan,\N,\N,43.601017,73.760361
20823,Arys-1,Arys,Kazakhstan,\N,\N,42.41816,68.794026
20824,Troitsk,Troitsk,Russia,\N,\N,54.11068,61.569116
20825,Rjazan',Rjazan',Russia,\N,\N,54.63134,39.705205
20826,Agryz Railway,Agryz,Russia,\N,\N,56.522226,52.999343999999994
20827,Kanash-1,Kanash,Russia,\N,\N,55.51065,47.477032
20828,Arzamas,Arzamas,Russia,\N,\N,55.40738100000001,43.792553000000005
20829,Vladimir,Vladimir,Russia,\N,\N,56.131328,40.421719
20830,Syzran',Syzran',Russia,\N,\N,53.170052,48.481624
20831,Lihaja,Lihovskoy,Russia,\N,\N,48.155806,40.196413
20832,Gorlovka,Gorlovka,Ukraine,\N,\N,48.352063,38.037024
20833,Krinichnaja,Krinichnaja,Ukraine,\N,\N,48.126409,38.027258
20834,Sinel'nikovo,Sinel'nikovo,Ukraine,\N,\N,48.315494,35.526379
20835,Lozovaja,Lozovaja,Ukraine,\N,\N,48.890273,36.318923
20836,Taganrog,Taganrog,Russia,\N,\N,47.259914,38.887274
20837,Sal'sk,Sal'sk,Russia,\N,\N,46.470224,41.545938
20838,Tihoretskaja,Tihoretsk,Russia,\N,\N,45.85049,40.11642
20839,Kavkazskaja,Kropotkin,Russia,\N,\N,45.434912,40.571290000000005
20840,Tuapse,Tuapse,Russia,\N,\N,44.097633,39.082824
20841,Budennovsk,Budennovsk,Russia,\N,\N,44.780874,44.14423
20842,Liski,Liski,Russia,\N,\N,50.979534,39.509822
20843,Rtishchevo-1,Rtishchevo,Russia,\N,\N,52.261109000000005,43.786752
20844,Kupjansk,Kupjansk,Ukraine,\N,\N,49.709534999999995,37.608959999999996
20845,Konotop,Konotop,Ukraine,\N,\N,51.223846,33.187687
20846,Orel,Orel,Russia,\N,\N,52.97868100000001,36.110682000000004
20847,Elets,Elets,Russia,\N,\N,52.605998,38.526047
20848,Grjazi,Grjazi,Russia,\N,\N,52.492461999999996,39.941339
20849,Rjazsk,Razsk,Russia,\N,\N,53.706493,40.103479
20850,Azov,Azov,Russia,\N,\N,47.119584,39.40338
20851,Fuyong Ferry Terminal,Shenzhen,China,\N,\N,22.605278,113.80916699999999
20852,Skypier,Hong Kong,Hong Kong,\N,\N,22.3185,113.9444
20853,Gandria,Gandria,Switzerland,\N,\N,45.983059999999995,8.96917
20854,Bolsherech'e,Bolsherech'e,Russia,\N,\N,56.102456000000004,74.630528
20855,Tara,Tara Omskoy,Russia,\N,\N,56.885769999999994,74.381571
20856,Ust'-Shish,Ust'-Shish,Russia,\N,\N,57.321459999999995,73.375793
20857,Konstanz Station,Konstanz,Germany,\N,\N,47.658765,9.177166999999999
20858,Moenchaltorf,Moenchaltorf,Switzerland,\N,\N,47.318999999999996,8.7086
20859,Frauenfeld,Frauenfeld,Switzerland,\N,\N,47.5687,8.8978
20860,Dinhard,Dinhard,Switzerland,\N,\N,47.5593,8.763
20861,Las Dunas Airport,Ica,Peru,\N,SPLH,-14.036110999999998,-75.759722
20862,Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,36.9356994629,-121.790000916
20863,Gurgaon Railway Station,Gurgaon,India,\N,\N,28.4891,77.0111
20864,Amsterdam-Zuid,Amsterndam,Netherlands,\N,\N,52.3355,4.8757
20865,Station Lelylaan,Amsterdam,Netherlands,\N,\N,52.3578,4.8344
20866,Maple Bay Marina,Maple Bay,Canada,YAQ,\N,48.8166667,-123.60016100000001
20867,Amsterdam Lelylaan,Amsterdam,Netherlands,\N,\N,52.35787,4.83404
20868,Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,26.884559999999997,90.46412
20869,Jachthaven IJburg,Amsterdam,Netherlands,\N,\N,52.353590000000004,5.00413
20870,Jachthaven Stichting Muiden,Muiden,Netherlands,\N,\N,52.33298,5.07102
20871,Fort ann het Pampus,Gooise Meren,Netherlands,\N,\N,52.36442,5.069030000000001
20872, Hollister Municipal Airport,Hollister,United States,CVH,KCVH,36.8933453,-121.4102706
20873,Williamsburg Jamestown Airport,Williamsburg,United States,JGG,KJGG,37.239200592041016,-76.71610260009766
20874,Osaka Port International Ferry Terminal,Osaka,Japan,\N,\N,34.6384568,135.4296344
20875,Hakata Port International Terminal,Fukuoka,Japan,\N,\N,33.6085547,130.3979042
20876,Yongyu Station,Incheon,South Korea,\N,\N,37.4247,126.4237
20877,Vlissingen Station,Vlissingen,Netherlands,\N,\N,51.4537,3.5709
20878,Amboin,Amboin,Papua New Guinea,AMG,\N,-9.441944,147.218889
20879,Karanambo,Karanambo,Guyana,KRM,\N,3.75,-59.3097
20880,Wittenom,Wittenom,Australia,WIT,\N,-22.218000000000004,118.348
20881,Rottnest Island,Rottnest Island,Australia,\N,\N,-32.001999999999995,115.322
20882,Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK,-29.0132999420166,138.48100280761722
20883,Etadunna,Etadunna,Australia,ETD,\N,-28.74,138.589
20884,Mungeranie,Mungeranie,Australia,MNE,\N,-28.009,138.656
20885,Cowarie,Cowarie,Australia,CWR,\N,-27.711,138.328
20886,Clifton Hills,Clifton Hills,Australia,CFH,\N,-27.018,138.891
20887,Durrie,Durrie,Australia,DRR,\N,-25.684,140.227
20888,Cordillo Downs,Cordillo Downs,Australia,ODL,\N,-26.745,140.638
20889,Durham Downs,Durham Downs,Australia,DHD,\N,-27.075,141.899
20890,Innamincka,Innamincka,Australia,INM,\N,-27.7,140.733
20891,Glengyle,Glengyle,Australia,GLG,\N,-24.803,139.6
20892,Leigh Creek,Leigh Creek,Australia,\N,\N,-30.598000000000003,138.425
20893,Wilpena Pound,Wilpena Pound,Australia,HWK,\N,-31.855,138.468
20894,Mitchell Plateau ,Mitchell Plateau,Australia,MIH,\N,-14.790999999999999,125.823
20895,Franz Josef Aerodrome,Franz Josef Aerodrome,New Zealand,WHO,\N,-43.363,170.13400000000001
20896,Martins Bay,Martins Bay,New Zealand,\N,\N,-44.365,168.018
20897,William Creek Airport,William Creek,Australia,\N,YWMC,-28.906700134277344,136.34199523925778
20898,12APO ,12 Apostles,Australia,\N,\N,-38.396,143.063
20899,ANTFR,St. John's,Antigua and Barbuda,\N,\N,17.08,-61.512685
20900,ANTFR,St. John's,Antigua and Barbuda,\N,\N,17.08,-61.512
20901,ROCKI,Koror,Palau,\N,\N,7.353,134.5
20902,LOYAL,Loyalty Beach,Australia,\N,\N,-10.5,142.23
20903,CRADL,Cradle Mountain N.P.,Australia,\N,\N,-41.581,145.938
20904,FURYG,Fury Gorge,Australia,\N,\N,-41.7,145.88
20905,PORTA,Port Arthur,Australia,\N,\N,-43.157,147.852
20906,ABNER,Abner Range - Lost City,Australia,\N,\N,-16.783,135.88299999999998
20907,CRAWF,Cape Crawford,Australia,\N,\N,-16.684,135.725
20908,Kenora Seaplane Base,Kenora,Canada,\N,CJM9,49.767424,-94.49274
20909,Rumbula,Riga,Latvia,\N,EVRC,56.88333299999999,24.226667000000003
20910,FONIM,Fonimagooghoo,Maldives,\N,\N,5.256,73.163
20911,BUNGL,Bungle Bungle,Australia,\N,\N,-17.545,128.30700000000002
20912,FRANZ,Franz Josef Glacier,New Zealand,\N,\N,-43.463,170.188
20913,Tsodilo Hills,Tsodilo Hills,Botswana,\N,FB82,-18.78,21.738000000000003
20914,CHIEF,Chief's Island,Botswana,\N,\N,-19.344,23.025
20915,CHIEF,Chief's Island,Botswana,\N,\N,-19.344,23.025
20916,SEREN,Serengeti N.P.,Tanzania,\N,\N,-2.333,34.833
20917,MASAI,Masai Mara N.P.,Kenya,\N,\N,-1.41,34.916
20918,CRYST,Crystal Head Beach,Australia,\N,\N,-14.3,125.551
20919,Logrono Railway Station,Logrono,Spain,\N,\N,42.457778000000005,-2.440833
20920,Siheung airport,Siheung,South Korea,SNG,SHNG,37.410825,126.79603
20921,Rushmore Heliport,Keystone,United States,\N,\N,43.883,-103.417
20922,Kodari Schoolyard Heliport,Kodari,Nepal,\N,\N,27.95,85.95
20923,Martorell Central Station,Martorell,Spain,\N,\N,41.479216,1.9249939999999999
20924,Siquijor Airport,Siquijor,Philippines,\N,RPVZ,9.21420322319,123.472251892
20925,Gare de La Hulpe,La Hulpe,Belgium,\N,\N,50.737849,4.496796
