ident,length_ft,width_ft
KHS,32808.0,75.0
KHV,98428.0,172.5
KID,29068.0,148.0
KIE,21588.0,
KIF,14080.0,100.0
KIH,96032.0,181.5
KIJ,50000.0,150.0
KIK,73376.0,154.0
KIM,71380.0,149.0
KIN,35600.0,150.0
KIO,17600.0,100.0
KIR,42388.0,123.0
KIS,26044.0,98.0
KIT,19176.0,98.0
KIV,47116.0,145.0
KIW,26248.0,100.0
KIX,98424.0,196.0
KJA,48556.0,197.0
KKA,12000.0,60.0
KKC,40028.0,148.0
KKE,31036.0,95.0
KKH,7540.0,35.0
KKJ,32808.0,260.0
KKN,27756.0,148.0
KKR,14172.0,66.0
KKW,20604.0,95.0
KKX,17228.0,98.0
KLC,20996.0,98.0
KLD,32808.0,160.0
KLG,12688.0,75.0
KLH,17980.0,150.0
KLN,10760.0,75.0
KLO,28700.0,148.0
KLR,35620.0,139.5
KLS,17564.0,100.0
KLU,45404.0,119.0
KLV,38712.0,78.5
KLW,20000.0,100.0
KLX,37040.0,148.0
KLZ,19684.0,98.0
KM8,19400.0,100.0
KMA,12176.0,60.0
KME,19684.0,148.0
KMG,111548.0,172.5
KMH,22312.0,49.0
KMI,32800.0,150.0
KMJ,39360.0,150.0
KMN,70864.0,148.0
KMO,13200.0,75.0
KMP,49212.0,123.0
KMQ,70944.0,149.0
KMS,26008.0,148.0
KMU,48556.0,147.0
KMV,22008.0,102.0
KMX,99736.0,148.0
KND,28872.0,148.0
KNF,60904.0,250.0
KNG,20996.0,98.0
KNH,39460.0,148.0
KNO,49212.0,
KNQ,13124.0,66.0
KNR,30844.0,148.0
KNS,45824.0,98.0
KNU,14740.0,135.0
KNW,13124.0,98.0
KNX,24000.0,98.0
KOA,44000.0,150.0
KOC,14464.0,85.0
KOE,49508.0,179.0
KOI,43188.0,120.33333333333333
KOJ,39360.0,150.0
KOK,41996.0,131.5
KOO,24936.0,
KOP,32812.0,148.0
KOS,32808.0,112.0
KOT,17688.0,100.0
KOU,23364.0,148.0
KOV,33300.0,125.0
KOX,7876.0,59.0
KPC,18000.0,120.0
KPN,8480.0,35.0
KPO,28000.0,150.0
KPS,29708.0,79.0
KPV,13200.0,75.0
KQA,40000.0,1000.0
KRA,23072.0,60.0
KRB,16676.0,
KRF,26260.0,148.0
KRH,30200.0,88.25
KRK,33464.0,197.0
KRN,32836.0,148.0
KRP,109304.0,106.4
KRR,68212.0,152.5
KRS,26640.0,148.0
KRT,39004.0,148.0
KRW,32808.0,144.0
KSA,23000.0,150.0
KSC,40684.0,148.0
KSD,40380.0,159.0
KSF,61680.0,114.33333333333333
KSH,44852.0,148.0
KSJ,12884.0,82.0
KSK,19676.0,98.0
KSL,32808.0,148.0
KSM,31612.0,105.0
KSN,32600.0,157.0
KSO,35408.0,148.0
KSQ,32780.0,132.0
KSU,24148.0,148.0
KSY,45932.0,148.0
KTA,24280.0,98.0
KTD,19684.0,148.0
KTE,17784.0,98.0
KTG,18340.0,95.0
KTL,19028.0,75.0
KTM,40028.0,148.0
KTN,68000.0,825.0
KTP,17200.0,110.0
KTR,36012.0,150.0
KTS,20400.0,87.5
KTT,32808.0,148.0
KTU,16312.0,150.0
KTW,36732.0,195.0
KUA,36800.0,150.0
KUF,72824.0,172.5
KUG,13124.0,60.0
KUH,32808.0,150.0
KUK,12000.0,60.0
KUL,159244.0,197.0
KUM,19684.0,148.0
KUN,41340.0,148.0
KUO,56428.0,172.5
KUT,32808.0,144.0
KUU,14760.0,100.0
KUV,36000.0,150.0
KVA,39376.0,148.0
KVB,22784.0,98.0
KVC,14000.0,100.0
KVD,32868.0,144.0
KVG,22368.0,98.0
KVL,12000.0,60.0
KVM,31496.0,
KWA,26672.0,198.0
KWE,42000.0,197.0
KWG,32808.0,138.0
KWI,90552.0,148.0
KWJ,74400.0,150.0
KWK,10040.0,60.0
KWL,36744.0,147.0
KWM,18112.0,98.0
KWN,16000.0,75.0
KWT,12792.0,75.0
KWZ,22964.0,98.0
KXK,32808.0,
KYA,87872.0,148.0
KYD,15408.0,79.0
KYK,8000.0,60.0
KYP,18400.0,100.0
KYS,21068.0,98.0
KYU,16000.0,75.0
KZI,23912.0,98.0
KZN,81656.0,146.0
KZS,10472.0,
LAA,45220.0,80.0
LAD,82880.0,172.5
LAE,32016.0,98.0
LAF,43304.0,125.0
LAI,22308.0,148.0
LAK,24000.0,75.0
LAL,54000.0,150.0
LAM,22200.0,113.0
LAN,63412.0,115.0
LAO,36480.0,148.0
LAP,32808.0,148.0
LAQ,72152.0,169.0
LAR,59200.0,125.0
LAS,175184.0,150.0
LAU,37604.0,50.666666666666664
LAW,34396.0,150.0
LAX,169588.0,162.5
LAY,15748.0,49.0
LAZ,15892.0,98.0
LBA,29528.0,150.0
LBB,89568.0,125.0
LBC,27584.0,197.0
LBD,41800.0,164.0
LBE,42388.0,87.5
LBF,49744.0,125.0
LBG,98556.0,164.33333333333334
LBI,20472.0,98.0
LBJ,29524.0,145.0
LBL,51304.0,150.0
LBQ,30220.0,148.0
LBR,15748.0,98.0
LBS,14084.0,98.0
LBT,61928.0,150.0
LBU,30184.0,148.0
LBV,39376.0,148.0
LBW,11812.0,75.0
LBX,16540.0,100.0
LCA,39104.0,148.0
LCC,24960.0,190.0
LCE,39500.0,147.0
LCG,25432.0,148.0
LCH,46800.0,125.0
LCJ,41272.0,197.0
LCK,109132.0,136.66666666666666
LCL,26248.0,148.0
LCQ,48008.0,112.5
LCY,19792.0,98.0
LDB,27560.0,148.0
LDE,39372.0,148.0
LDG,29472.0,157.5
LDH,11624.0,
LDJ,16548.0,100.0
LDK,26116.0,148.0
LDM,34024.0,75.0
LDU,17992.0,98.0
LDY,40124.0,147.5
LEA,39988.0,148.0
LEB,42784.0,100.0
LEC,27324.0,98.0
LED,94192.0,197.0
LEE,39828.0,100.0
LEH,30184.0,130.0
LEI,41996.0,148.0
LEJ,94488.0,173.0
LEK,26248.0,148.0
LEL,13976.0,60.0
LEN,41996.0,238.0
LEQ,33720.0,88.5
LER,23624.0,98.0
LET,24672.0,131.0
LEU,17584.0,98.0
LEW,31004.0,87.5
LEX,28012.0,150.0
LEY,53412.0,122.5
LFI,40000.0,150.0
LFK,38828.0,100.0
LFQ,34120.0,148.0
LFR,26572.0,190.0
LFT,68596.0,124.33333333333333
LFW,39388.0,148.0
LGA,56000.0,150.0
LGB,121396.0,130.0
LGC,42400.0,125.0
LGD,37904.0,80.0
LGG,79132.0,148.0
LGH,38436.0,78.5
LGI,16000.0,100.0
LGK,50000.0,148.0
LGO,7872.0,49.0
LGP,29920.0,118.0
LGR,13384.0,75.0
LGS,53804.0,82.0
LGU,76088.0,108.33333333333333
LGW,75116.0,148.0
LHA,39368.0,148.0
LHC,23620.0,98.0
LHD,31360.0,179.33333333333334
LHE,80096.0,151.0
LHG,28072.0,79.0
LHM,24004.0,100.0
LHR,99200.0,156.0
LHS,18372.0,56.0
LHV,24024.0,100.0
LHW,47244.0,148.0
LHX,50592.0,67.5
LID,51704.0,148.0
LIF,14436.0,98.0
LIG,32808.0,148.0
LIH,52000.0,150.0
LII,10460.0,89.0
LIL,57808.0,123.0
LIM,46024.0,148.0
LIN,39908.0,134.5
LIO,23624.0,98.0
LIP,22308.0,105.0
LIQ,28800.0,164.0
LIR,36088.0,148.0
LIS,81432.0,148.0
LIT,82388.0,150.0
LIW,20800.0,75.0
LJU,43308.0,148.0
LKG,24780.0,62.0
LKL,36588.0,148.0
LKN,11524.0,98.0
LKO,35984.0,148.0
LKP,16800.0,60.0
LKS,28296.0,247.0
LKY,16012.0,66.0
LLA,43960.0,148.0
LLI,31960.0,175.0
LLK,20688.0,132.0
LLQ,20072.0,75.0
LLW,46456.0,148.0
LME,18632.0,98.0
LMM,26248.0,148.0
LMN,19688.0,98.0
LMO,60628.0,150.0
LMP,23624.0,148.0
LMR,20996.0,49.0
LMT,82892.0,116.66666666666667
LNA,40664.0,83.33333333333333
LNB,11156.0,79.0
LND,20000.0,100.0
LNE,8700.0,66.0
LNK,107800.0,150.0
LNN,37200.0,100.0
LNO,41444.0,98.0
LNR,27952.0,67.5
LNS,44144.0,125.0
LNY,20004.0,150.0
LNZ,48032.0,172.5
LOD,11548.0,92.0
LOE,27560.0,148.0
LOH,26900.0,98.0
LOK,19704.0,64.0
LOL,41804.0,75.0
LOO,99852.0,148.0
LOP,36088.0,197.0
LOS,87164.0,172.5
LOT,43188.0,87.5
LOU,31744.0,75.0
LOV,46692.0,107.0
LOZ,22600.0,150.0
LPA,81368.0,148.0
LPB,79392.0,225.5
LPC,18400.0,100.0
LPD,22572.0,
LPG,34344.0,111.5
LPI,27956.0,131.0
LPL,30000.0,151.0
LPP,32808.0,197.0
LPQ,28872.0,148.0
LPR,20008.0,100.0
LPS,11616.0,60.0
LPT,25860.0,95.0
LPU,10480.0,75.0
LPX,26272.0,131.0
LPY,30616.0,180.0
LQM,15748.0,82.0
LQR,41840.0,141.66666666666666
LRA,77688.0,123.0
LRD,87976.0,150.0
LRE,37220.0,78.5
LRF,61928.0,130.0
LRH,29592.0,148.0
LRL,32808.0,148.0
LRM,38704.0,148.0
LRO,14800.0,75.0
LRR,41336.0,148.0
LRS,13280.0,98.0
LRT,53452.0,148.0
LRU,84268.0,100.0
LRV,11024.0,
LSC,25432.0,148.0
LSE,79544.0,150.0
LSF,40000.0,150.0
LSH,21140.0,95.0
LSI,45612.0,150.0
LSP,36744.0,148.0
LSQ,22308.0,98.0
LST,44240.0,89.33333333333333
LSV,80712.0,175.0
LSW,24280.0,98.0
LSY,21616.0,98.0
LSZ,11812.0,97.0
LTA,18636.0,66.0
LTD,73308.0,139.5
LTI,30052.0,
LTK,36700.0,148.0
LTM,23940.0,98.0
LTN,28344.0,151.0
LTO,28872.0,148.0
LTQ,24280.0,131.0
LTS,117768.0,122.0
LTT,15484.0,98.0
LTX,48468.0,148.0
LUA,6464.0,98.0
LUD,39336.0,98.0
LUF,79664.0,150.0
LUG,17716.0,98.0
LUH,19200.0,98.0
LUK,60124.0,116.66666666666667
LUM,28872.0,
LUN,62792.0,125.0
LUO,31500.0,130.0
LUP,10800.0,75.0
LUQ,38712.0,98.0
LUR,19200.0,135.0
LUV,17060.0,98.0
LUW,24280.0,98.0
LUX,52492.0,197.0
LVA,20080.0,98.0
LVI,48084.0,147.5
LVK,31808.0,87.5
LVM,48464.0,106.66666666666667
LVO,35684.0,98.0
LVR,13124.0,59.0
LVS,52808.0,75.0
LWA,32300.0,132.5
LWB,28016.0,150.0
LWC,38404.0,87.5
LWK,23148.0,59.0
LWM,35604.0,125.0
LWN,42256.0,147.0
LWO,43372.0,148.0
LWR,65040.0,164.0
LWS,46052.0,125.0
LWT,63208.0,86.66666666666667
LWY,9004.0,59.0
LXA,99736.0,148.0
LXN,34756.0,175.0
LXR,39372.0,148.0
LXS,39580.0,148.0
LYB,13100.0,
LYC,26256.0,98.0
LYE,55276.0,148.0
LYH,36744.0,112.5
LYN,23884.0,148.0
LYP,37088.0,151.0
LYR,30432.0,148.0
LYS,87536.0,148.0
LYU,22400.0,100.0
LYX,28808.0,118.0
LZC,19600.0,98.0
LZN,20720.0,98.0
LZR,12152.0,49.0
LZU,24000.0,100.0
LZY,39372.0,
LZZ,16800.0,75.0
M94,14660.0,36.0
MAA,74836.0,148.0
MAB,26248.0,148.0
MAD,199044.0,197.0
MAE,36988.0,150.0
MAF,106988.0,118.75
MAG,20696.0,105.0
MAH,58400.0,148.0
MAJ,31588.0,150.0
MAK,26248.0,125.0
MAM,30184.0,151.0
MAN,79988.0,150.0
MAO,35432.0,148.0
MAQ,19684.0,98.0
MAR,72180.0,123.0
MAS,24544.0,148.0
MAT,20600.0,
MAU,12540.0,75.0
MAZ,19992.0,100.0
MBA,61856.0,134.5
MBD,60628.0,148.0
MBE,26248.0,148.0
MBG,27244.0,162.5
MBH,32444.0,98.0
MBI,19684.0,
MBJ,34940.0,150.0
MBL,32888.0,87.5
MBS,57608.0,150.0
MBT,16796.0,98.0
MBU,7812.0,72.0
MBW,70344.0,75.2
MBX,48556.0,172.5
MBZ,15748.0,82.0
MCB,20000.0,100.0
MCC,42400.0,200.0
MCE,23612.0,150.0
MCF,45684.0,151.0
MCG,31744.0,80.0
MCH,21972.0,115.0
MCI,119204.0,150.0
MCK,47196.0,111.66666666666667
MCL,12000.0,68.0
MCN,46008.0,150.0
MCO,172036.0,175.0
MCP,27560.0,148.0
MCT,99528.0,148.0
MCU,24936.0,148.0
MCV,19724.0,75.0
MCW,48012.0,150.0
MCX,69396.0,184.0
MCY,32116.0,78.5
MCZ,34148.0,148.0
MDC,34772.0,148.0
MDE,45932.0,148.0
MDG,34120.0,148.0
MDH,56672.0,86.66666666666667
MDI,39320.0,164.0
MDK,28892.0,148.0
MDL,56012.0,200.0
MDQ,28872.0,148.0
MDS,11576.0,
MDT,40004.0,200.0
MDU,17644.0,98.0
MDW,109900.0,132.0
MDY,31616.0,200.0
MDZ,37204.0,177.0
MEA,15748.0,98.0
MEB,42452.0,148.0
MEC,37532.0,148.0
MED,92752.0,147.0
MEE,13124.0,82.0
MEG,29132.0,98.0
MEH,11548.0,98.0
MEI,58408.0,150.0
MEJ,29412.0,77.5
MEK,62688.0,164.0
MEL,77992.0,172.5
MEM,153544.0,150.0
MEN,17060.0,98.0
MEO,30412.0,87.5
MER,47208.0,150.0
MES,38056.0,148.0
MEX,103044.0,148.0
MEY,14240.0,
MEZ,20184.0,33.0
MFA,21392.0,
MFD,63184.0,150.0
MFE,39032.0,105.0
MFG,11840.0,75.0
MFI,34400.0,100.0
MFK,15092.0,98.0
MFM,42176.0,148.0
MFN,10392.0,69.0
MFQ,24280.0,98.0
MFR,47744.0,125.0
MFU,28872.0,98.0
MGA,32048.0,148.0
MGB,43204.0,98.0
MGC,16400.0,75.0
MGE,56000.0,180.0
MGF,27560.0,148.0
MGH,17980.0,100.0
MGJ,34712.0,100.0
MGL,15748.0,98.0
MGM,52080.0,150.0
MGN,19684.0,70.0
MGQ,41340.0,
MGS,13096.0,
MGT,18504.0,60.0
MGW,31872.0,112.5
MGY,20000.0,100.0
MGZ,35180.0,180.0
MHD,101520.0,148.0
MHG,23176.0,90.0
MHH,19992.0,100.0
MHK,43200.0,125.0
MHM,16736.0,100.0
MHP,26248.0,197.0
MHQ,24972.0,197.0
MHR,69364.0,150.0
MHT,64400.0,150.0
MHU,19048.0,98.0
MHV,85180.0,116.66666666666667
MHX,15748.0,
MHZ,36884.0,200.0
MIA,165840.0,162.5
MIB,52788.0,300.0
MIC,44600.0,106.75
MID,72180.0,151.0
MIE,45992.0,125.0
MII,19684.0,115.0
MIK,22336.0,144.0
MIM,21024.0,98.0
MIR,38712.0,148.0
MIS,15748.0,
MIU,39384.0,197.0
MIV,44236.0,150.0
MJC,26904.0,98.0
MJD,26048.0,98.0
MJF,12060.0,98.0
MJI,68304.0,148.0
MJK,22180.0,98.0
MJL,23564.0,100.0
MJM,26232.0,146.0
MJN,28872.0,148.0
MJT,31576.0,148.0
MJV,61644.0,164.33333333333334
MJZ,36748.0,148.0
MKC,48208.0,150.0
MKE,130212.0,150.0
MKG,46008.0,150.0
MKK,30448.0,100.0
MKL,38180.0,125.0
MKM,14396.0,75.0
MKO,54404.0,95.0
MKP,19680.0,98.0
MKQ,24280.0,98.0
MKR,42600.0,98.0
MKT,37596.0,87.5
MKU,23568.0,148.0
MKW,26304.0,95.0
MKY,43632.0,123.0
MKZ,28020.0,148.0
MLA,77704.0,172.5
MLB,76728.0,125.0
MLC,22408.0,100.0
MLD,19800.0,60.0
MLE,41996.0,148.0
MLG,45540.0,114.5
MLI,86048.0,150.0
MLJ,22000.0,100.0
MLL,12804.0,100.0
MLM,44620.0,148.0
MLN,18740.0,148.0
MLO,10432.0,
MLS,45216.0,87.5
MLT,34884.0,125.0
MLU,70032.0,150.0
MLW,24000.0,100.0
MLX,31496.0,135.0
MLY,11500.0,30.0
MLZ,19684.0,
MMB,32808.0,150.0
MMD,19684.0,148.0
MME,30064.0,151.0
MMG,35436.0,98.0
MMH,28000.0,100.0
MMI,20000.0,75.0
MMJ,26240.0,150.0
MMK,32808.0,148.0
MMO,15696.0,98.0
MMT,62200.0,130.0
MMU,39988.0,150.0
MMV,40384.0,150.0
MMX,47204.0,111.5
MMY,26240.0,150.0
MMZ,20360.0,76.0
MNA,18372.0,95.0
MNB,19456.0,98.0
MNC,40684.0,148.0
MNG,20080.0,98.0
MNI,7872.0,
MNJ,19684.0,98.0
MNL,78676.0,172.5
MNM,44400.0,100.0
MNU,21040.0,150.0
MNX,16796.0,98.0
MNY,13124.0,
MNZ,37608.0,100.0
MOA,24408.0,98.0
MOB,51544.0,150.0
MOC,27560.0,148.0
MOD,37480.0,125.0
MOF,23920.0,98.0
MOG,20000.0,102.0
MOL,27688.0,148.0
MON,20628.0,98.0
MOO,22544.0,98.0
MOQ,37336.0,106.5
MOT,56200.0,125.0
MOU,14000.0,75.0
MOV,20000.0,98.0
MOZ,15484.0,66.0
MPA,30080.0,128.0
MPH,23620.0,98.0
MPK,20996.0,98.0
MPL,48556.0,131.0
MPM,70340.0,148.0
MPN,54000.0,112.5
MPO,31792.0,80.0
MPR,32044.0,87.5
MPV,36096.0,100.0
MPW,52220.0,222.0
MPY,15740.0,49.0
MQC,13120.0,65.0
MQF,42652.0,148.0
MQH,16732.0,98.0
MQL,38964.0,123.0
MQM,32816.0,118.0
MQN,11036.0,98.0
MQP,40684.0,148.0
MQQ,23624.0,115.0
MQS,13020.0,75.0
MQT,49480.0,150.0
MQX,47300.0,142.0
MQZ,59560.0,122.5
MRB,58404.0,150.0
MRD,21392.0,148.0
MRE,13800.0,
MRF,57384.0,70.0
MRG,19752.0,98.0
MRI,34560.0,78.33333333333333
MRK,20000.0,100.0
MRN,22000.0,75.0
MRO,49896.0,84.25
MRQ,19140.0,95.0
MRS,77036.0,148.0
MRT,16872.0,75.0
MRU,44224.0,148.0
MRV,51180.0,197.0
MRX,35496.0,148.0
MRY,44516.0,105.0
MRZ,33988.0,79.0
MSA,14000.0,100.0
MSE,36116.0,200.0
MSH,73804.0,148.0
MSI,12072.0,79.0
MSJ,40000.0,150.0
MSL,42772.0,125.0
MSN,88204.0,150.0
MSO,56452.0,112.5
MSP,148024.0,162.5
MSQ,47784.0,197.0
MSR,46596.0,148.0
MSS,35992.0,100.0
MST,32808.0,148.0
MSU,55248.0,111.5
MSW,45536.0,148.0
MSY,82700.0,150.0
MSZ,32808.0,148.0
MTC,36000.0,150.0
MTH,20032.0,100.0
MTJ,70000.0,125.0
MTL,29352.0,54.5
MTM,40000.0,5000.0
MTN,27984.0,180.0
MTP,13924.0,75.0
MTR,25140.0,115.0
MTS,34120.0,148.0
MTT,27560.0,148.0
MTV,11812.0,82.0
MTY,63008.0,123.0
MUA,18372.0,98.0
MUB,26248.0,98.0
MUC,104984.0,197.0
MUE,20788.0,100.0
MUH,78744.0,148.0
MUI,15868.0,100.0
MUK,19684.0,
MUN,27560.0,148.0
MUO,94000.0,350.0
MUR,13096.0,81.0
MUW,22308.0,98.0
MUX,36184.0,98.0
MUZ,20996.0,108.0
MVB,40420.0,148.0
MVD,93832.0,148.0
MVF,26248.0,98.0
MVL,14804.0,75.0
MVP,23556.0,66.0
MVQ,33688.0,138.0
MVR,27560.0,148.0
MVS,18372.0,59.0
MVT,15748.0,98.0
MVY,47912.0,83.33333333333333
MVZ,38400.0,59.0
MWA,52048.0,125.0
MWC,53684.0,175.0
MWE,52496.0,
MWF,11156.0,98.0
MWH,132988.0,108.0
MWK,15620.0,98.0
MWL,40736.0,100.0
MWM,14396.0,75.0
MWX,36744.0,
MWZ,40848.0,148.0
MXF,44112.0,105.0
MXH,23096.0,
MXI,21320.0,105.0
MXJ,44612.0,145.0
MXL,34120.0,148.0
MXM,17060.0,98.0
MXN,21324.0,118.0
MXP,102888.0,197.0
MXV,32020.0,137.0
MXX,23804.0,148.0
MYA,30840.0,79.0
MYC,45196.0,131.0
MYD,33204.0,
MYE,17400.0,100.0
MYG,29188.0,150.0
MYI,6888.0,
MYJ,32800.0,150.0
MYL,24428.0,75.0
MYP,68404.0,122.5
MYQ,22836.0,98.0
MYR,38012.0,150.0
MYT,24400.0,100.0
MYU,12280.0,75.0
MYV,37148.0,105.0
MYW,44900.0,98.0
MYY,36024.0,197.0
MZB,26248.0,88.0
MZG,39372.0,148.0
MZH,38400.0,148.0
MZI,33360.0,94.0
MZJ,54156.0,150.0
MZL,19340.0,65.0
MZM,31496.0,148.0
MZO,31500.0,148.0
MZP,19868.0,67.0
MZR,81120.0,146.5
MZT,35432.0,197.0
MZV,19684.0,100.0
NAA,35920.0,98.0
NAG,67432.0,150.0
NAH,14388.0,98.0
NAJ,86608.0,143.0
NAK,27560.0,148.0
NAL,28872.0,138.0
NAN,70984.0,150.0
NAP,34488.0,148.0
NAQ,11812.0,
NAS,78504.0,150.0
NAT,39372.0,197.0
NAV,39368.0,148.0
NAW,26248.0,148.0
NAY,38056.0,
NBC,55316.0,164.0
NBG,63996.0,200.0
NBO,54028.0,148.0
NBX,18372.0,98.0
NCA,16980.0,75.0
NCE,74828.0,148.0
NCL,30568.0,151.0
NCN,12000.0,75.0
NCS,19684.0,75.0
NCU,44640.0,112.5
NCY,21392.0,98.0
ND4,10000.0,60.0
NDB,31844.0,148.0
NDC,30184.0,148.0
NDD,12460.0,60.0
NDG,34120.0,148.0
NDJ,36744.0,148.0
NDR,39368.0,148.0
NDU,63240.0,98.0
NDY,16780.0,85.0
NDZ,95992.0,200.0
NEC,44604.0,85.0
NEL,40004.0,150.0
NEV,15984.0,98.0
NEW,54760.0,100.0
NF4,24568.0,75.0
NFL,128352.0,185.0
NFO,15748.0,
NGA,16012.0,60.0
NGB,41996.0,148.0
NGD,10000.0,
NGE,35432.0,148.0
NGF,31084.0,200.0
NGO,45932.0,197.0
NGP,92004.0,200.0
NGS,56760.0,150.0
NGU,33476.0,200.0
NGX,8532.0,
NHA,25600.0,148.0
NHD,51880.0,148.0
NHK,106280.0,158.33333333333334
NHT,22180.0,151.0
NHV,22312.0,98.0
NHZ,88000.0,166.66666666666666
NIB,16012.0,75.0
NID,106812.0,200.0
NIM,60632.0,139.5
NIP,55944.0,200.0
NIT,23096.0,98.0
NJC,41996.0,197.0
NJF,39372.0,148.0
NJK,65304.0,200.0
NKC,39504.0,148.0
NKG,94484.0,172.5
NKM,35960.0,150.0
NKT,39372.0,148.0
NKX,91200.0,200.0
NLA,49000.0,112.5
NLC,108016.0,200.0
NLD,26248.0,148.0
NLF,6560.0,
NLG,16000.0,75.0
NLK,44424.0,124.0
NLO,22104.0,98.0
NLP,13676.0,
NLT,30184.0,148.0
NLV,57372.0,197.0
NMA,42792.0,160.0
NMB,36764.0,115.0
NME,6400.0,50.0
NMM,89620.0,200.0
NNA,56120.0,150.0
NNB,10620.0,75.0
NNG,35432.0,148.0
NNL,11200.0,75.0
NNR,7872.0,59.0
NNT,26248.0,148.0
NNX,14436.0,75.0
NOA,54332.0,148.0
NOB,13124.0,59.0
NOC,30184.0,148.0
NOG,23620.0,98.0
NOR,14592.0,
NOS,28740.0,148.0
NOU,42652.0,148.0
NOV,48032.0,148.0
NOW,18000.0,150.0
NPA,92560.0,200.0
NPE,56360.0,140.25
NPL,46064.0,125.66666666666667
NQA,68400.0,183.33333333333334
NQI,128000.0,200.0
NQN,33728.0,148.0
NQT,24552.0,86.5
NQX,96000.0,166.66666666666666
NQY,36024.0,285.0
NRA,34592.0,98.0
NRB,32004.0,200.0
NRD,13124.0,66.0
NRK,36704.0,131.5
NRL,16204.0,105.33333333333333
NRN,32020.0,148.0
NRT,81100.0,196.0
NSE,96000.0,200.0
NSH,24728.0,115.0
NSI,44620.0,148.0
NSK,45160.0,145.0
NSN,43952.0,184.75
NSO,18424.0,98.0
NST,27560.0,148.0
NSY,64356.0,123.0
NTB,18280.0,131.0
NTD,66424.0,200.0
NTE,38056.0,148.0
NTI,7876.0,59.0
NTL,31996.0,148.0
NTN,21996.0,98.0
NTQ,26248.0,148.0
NTR,46588.0,148.0
NTU,143988.0,175.0
NTX,33640.0,105.0
NTY,36088.0,98.0
NU8,8052.0,50.0
NUE,35432.0,148.0
NUI,17372.0,90.0
NUL,16000.0,100.0
NUQ,69316.0,200.0
NUS,11888.0,49.0
NUW,64004.0,200.0
NVA,23520.0,131.0
NVK,11928.0,98.0
NVP,15748.0,89.0
NVS,21392.0,98.0
NVT,22324.0,148.0
NWA,17060.0,98.0
NWI,40776.0,148.0
NXP,32060.0,150.0
NXX,32008.0,200.0
NYG,17116.0,200.0
NYI,16908.0,148.0
NYO,64528.0,139.5
NYT,48000.0,500.0
NYU,34000.0,100.0
NZA,23624.0,68.0
NZC,13420.0,65.0
NZJ,159600.0,210.0
NZY,62000.0,250.0
OAG,32232.0,98.0
OAJ,28400.0,150.0
OAK,100188.0,131.25
OAL,27560.0,148.0
OAM,40368.0,142.0
OAR,12000.0,75.0
OAX,32152.0,148.0
OBE,36000.0,150.0
OBF,30000.0,147.0
OBN,28396.0,98.0
OBO,32808.0,150.0
OBS,18700.0,98.0
OBU,16000.0,75.0
OCA,18000.0,70.0
OCC,27040.0,90.0
OCF,39668.0,100.0
OCJ,12000.0,75.0
OCV,15748.0,98.0
OCW,56000.0,133.33333333333334
ODB,18108.0,148.0
ODE,33332.0,123.0
ODH,24120.0,141.0
ODS,55792.0,190.33333333333334
OEB,45000.0,113.33333333333333
OER,26428.0,148.0
OES,23620.0,98.0
OFF,46800.0,300.0
OFK,46400.0,100.0
OGB,50804.0,121.66666666666667
OGD,75592.0,150.0
OGG,47940.0,150.0
OGL,16804.0,100.0
OGN,19680.0,150.0
OGS,20800.0,150.0
OGX,80056.0,148.0
OGZ,39372.0,148.0
OHD,33464.0,140.0
OHS,52400.0,194.0
OIA,15748.0,98.0
OIM,23620.0,150.0
OIR,19688.0,147.0
OIT,39360.0,150.0
OJC,16392.0,75.0
OKA,39360.0,150.0
OKB,10848.0,75.0
OKC,121924.0,131.25
OKD,19680.0,148.0
OKI,26124.0,148.0
OKJ,39372.0,150.0
OKK,36808.0,150.0
OKL,11416.0,59.0
OKN,19684.0,98.0
OKO,44000.0,200.0
OKR,13124.0,
OKY,46748.0,90.33333333333333
OLA,35616.0,148.0
OLB,32100.0,148.0
OLC,15748.0,75.0
OLF,20356.0,100.0
OLM,38632.0,150.0
OLP,20880.0,98.0
OLS,28796.0,90.0
OLU,43740.0,125.0
OLV,24000.0,100.0
OLZ,9448.0,82.0
OMA,104620.0,150.0
OMB,21140.0,98.0
OMC,24480.0,118.0
OMD,47008.0,55.333333333333336
OME,46308.0,150.0
OMF,39276.0,148.0
OMH,42632.0,148.0
OMN,62820.0,133.75
OMO,31496.0,158.0
OMR,23624.0,98.0
OMS,80068.0,222.66666666666666
OND,56892.0,98.0
ONG,29868.0,78.5
ONJ,26248.0,148.0
ONP,33592.0,112.5
ONS,31004.0,
ONT,89592.0,150.0
ONX,24004.0,151.0
OOK,12872.0,60.0
OOL,34432.0,103.5
OOM,35984.0,103.5
OPF,76432.0,133.33333333333334
OPO,45668.0,148.0
OPS,21392.0,98.0
OQN,13388.0,50.0
OQU,73868.0,106.25
ORA,19356.0,98.0
ORB,42912.0,148.0
ORD,319464.0,161.11111111111111
ORE,31548.0,148.0
ORF,55504.0,150.0
ORH,48000.0,125.0
ORK,45184.0,148.0
ORL,42564.0,125.0
ORN,40156.0,148.0
ORT,20400.0,100.0
ORV,16000.0,100.0
ORW,20000.0,
ORX,20996.0,98.0
ORY,122964.0,164.33333333333334
OSB,34780.0,147.0
OSC,47200.0,200.0
OSD,48944.0,101.0
OSH,82656.0,112.5
OSI,32796.0,148.0
OSK,19684.0,98.0
OSL,85956.0,148.0
OSN,36016.0,150.0
